protein_key	train_protein_name	test_protein_name	train_protocol	test_protocol	model	domain_class	domain_architecture	auroc	auprc	n_train	n_test	n_pos_train	n_neg_train	n_pos_test	n_neg_test	n_deduped_removed_train	n_deduped_removed_test	n_exact_rna_overlap	exact_rna_overlap_fraction_of_test
RBM3	RBM3	RBM3	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6183096503228832	0.5889178247126338	3000	8723	1000	2000	4303	4420	0	0	0	0.0
RBM41	RBM41	RBM41	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.8278496212769646	0.7758615418028675	3000	8841	1000	2000	3176	5665	0	0	0	0.0
RBM5	RBM5	RBM5	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;RanBP;RRM	0.7225813607423235	0.5996035947201505	3000	9577	1000	2000	3270	6307	0	0	0	0.0
SF1	SF1	SF1	rbns	rnacompete_eukarya	logistic_regression	KH	KH	0.7070184701325564	0.5563900799967494	3000	5404	1000	2000	1772	3632	0	0	0	0.0
SFPQ	SFPQ	SFPQ	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6106738507464103	0.5406690044710374	3000	6541	1000	2000	2504	4037	0	0	0	0.0
SRSF2	SRSF2	SRSF2	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6354705738005945	0.5377508232660704	3000	10417	1000	2000	3823	6594	0	0	0	0.0
SRSF9	SRSF9	SRSF9	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.7256719832384936	0.6167186423396933	3000	9821	1000	2000	3267	6554	0	0	0	0.0
RBM24	RBM24	RBM24	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.8819198519174442	0.8232973967443666	3000	9413	1000	2000	2729	6684	0	0	0	0.0
TARDBP	TARDBP	tardbp	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.6830162312239764	0.5460825459651164	3000	10797	1000	2000	3534	7263	0	0	0	0.0
ESRP1	ESRP1	ESRP1	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.9225335824768217	0.8719823182834812	3000	11975	1000	2000	3756	8219	0	0	0	0.0
HNRNPA0	HNRNPA0	hnrnpa0	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.625460593815432	0.5363776447508108	3000	8085	1000	2000	3146	4939	0	0	0	0.0
RBM45	RBM45	RBM45	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.6995249744449049	0.5020380780469784	3000	13721	1000	2000	4399	9322	0	0	0	0.0
RBM47	RBM47	RBM47	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.5853953323467752	0.4536545645966715	3000	12135	1000	2000	3975	8160	0	0	0	0.0
SNRPB2	SNRPB2	SNRPB2	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.8284529691451694	0.7794199810070606	3000	5170	1000	2000	1875	3295	0	0	0	0.0
TIA1	TIA1	TIA1	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.8773197688504673	0.8254962343381478	3000	6366	1000	2000	2174	4192	0	0	0	0.0
CPEB1	CPEB1	CPEB1	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.9503038342845277	0.9235613936505989	3000	5299	1000	2000	1847	3452	0	0	0	0.0
FUBP1	FUBP1	FUBP1	rbns	rnacompete_rbpzoo	logistic_regression	KH	KH;KH;KH;KH	0.5671423449907146	0.43300973348897986	3000	7757	1000	2000	2554	5203	0	0	0	0.0
PRR3	PRR3	PRR3	rbns	rnacompete_rbpzoo	logistic_regression	CCCH	CCCH	0.7131498307062196	0.6148723693118294	2843	8453	1000	1843	3338	5115	0	0	0	0.0
PUF60	PUF60	PUF60	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.9075213381004806	0.8843833959441305	3000	6969	1000	2000	2558	4411	0	0	0	0.0
RBFOX2	RBFOX2	RBFOX2	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.945161105252153	0.9227457655712828	3000	9681	1000	2000	3277	6404	0	0	0	0.0
TRA2B	TRA2B	tra2b	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.4631390158883765	0.36300309877717757	3000	5200	1000	2000	2072	3128	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9439661749745676	0.8218272985094968	10332	2966	3004	7328	1000	1966	0	0	0	0.0
TARDBP	TARDBP	TARDBP	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.9970215000000001	0.9934056972698248	12350	3000	4596	7754	1000	2000	0	0	0	0.0
DAZAP1	DAZAP1	DAZAP1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.7666788394197098	0.7405312929796453	9036	2999	3050	5986	1000	1999	0	0	0	0.0
HNRNPA1L2	HNRNPA1L2	HNRNPA1L2	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.9623042922841083	0.922689417038153	9958	2957	3768	6190	1000	1957	0	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.93229939969985	0.9009856881931938	9796	2999	3145	6651	1000	1999	0	0	0	0.0
HNRNPCL1	HNRNPCL1	HNRNPCL1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9688389278557112	0.9541993536115154	9454	2996	3103	6351	1000	1996	0	0	0	0.0
HNRNPL	HNRNPL	HNRNPL-construct2	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.96479725	0.9579997106038313	10684	3000	4214	6470	1000	2000	0	0	0	0.0
KHDRBS2	KHDRBS2	KHDRBS2	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.8416953792064288	0.7770667711354639	8896	2991	3178	5718	1000	1991	0	0	0	0.0
KHDRBS3	KHDRBS3	KHDRBS3	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.8208946973486744	0.7509669245046617	9910	2999	3730	6180	1000	1999	0	0	0	0.0
MSI1	MSI1	MSI1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.9180082665330661	0.8324783896333794	12919	2996	4380	8539	1000	1996	0	0	0	0.0
PCBP1	PCBP1	PCBP1	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH;KH;KH	0.8174649824912457	0.7509832020599079	9411	2999	3171	6240	1000	1999	0	0	0	0.0
RBM28	RBM28	RBM28	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.4746940410615924	0.3401402413012696	5421	2997	2287	3134	1000	1997	0	0	0	0.0
RBM38	RBM38	RBM38	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9431280640320159	0.8674740776554807	5397	2999	1552	3845	1000	1999	0	0	0	0.0
RBM4	RBM4	RBM4	rnacompete_eukarya	htr_selex	logistic_regression	multi	RRM;RRM;CCHC	0.8793675000000001	0.7712204505928811	8862	3000	2212	6650	1000	2000	0	0	0	0.0
RBM6	RBM6	RBM6	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.435358	0.2854323186472618	6243	3000	2244	3999	1000	2000	0	0	0	0.0
RBMS3	RBMS3	RBMS3	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.6845067703109328	0.529689154761667	7798	2994	3277	4521	1000	1994	0	0	0	0.0
SART3	SART3	SART3	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.4961716006021074	0.3098643056763305	8565	2993	3268	5297	1000	1993	0	0	0	0.0
SNRPA	SNRPA	SNRPA	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.958831415707854	0.9284695810023825	11348	2999	3851	7497	1000	1999	0	0	0	0.0
YBX2	YBX2	YBX2	rnacompete_eukarya	htr_selex	logistic_regression	CSD	CSD	0.675575787893947	0.5297442098172523	8803	2999	3264	5539	1000	1999	0	0	0	0.0
ZCRB1	ZCRB1	ZCRB1	rnacompete_eukarya	htr_selex	logistic_regression	multi	RRM;CCHC	0.76896075	0.6371567659690457	10290	3000	3941	6349	1000	2000	0	0	0	0.0
ELAVL1	HuR	ELAVL1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM	0.9955827429149797	0.9880903283515707	10111	2976	3610	6501	1000	1976	0	0	0	0.0
HNRNPA1	HNRNPA1	HNRNPA1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.8043409204602301	0.6432607036925825	13124	2999	4428	8696	1000	1999	0	0	0	0.0
HNRPLL	HNRPLL	HNRPLL	rnacompete_eukarya	htr_selex	logistic_regression	unknown		0.6906203140830799	0.6041083675480533	11165	2974	4187	6978	1000	1974	0	0	0	0.0
KHDRBS1	KHDRBS1	KHDRBS1	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.7597723861930965	0.6886114139268196	9460	2999	3645	5815	1000	1999	0	0	0	0.0
PABPC5	PABPC5	PABPC5	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.38248	0.37435570038467825	9253	3000	4188	5065	1000	2000	0	0	0	0.0
QKI	QKI	QKI	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.738721	0.7116508914849232	4252	3000	1587	2665	1000	2000	0	0	0	0.0
RALY	RALY	RALY	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.8356267500000001	0.7382385858998233	6951	3000	2249	4702	1000	2000	0	0	0	0.0
RBFOX1	RBFOX1	RBFOX1	rnacompete_eukarya	htr_selex	logistic_regression	unknown		0.9373608012170385	0.8971184193014725	9199	2972	3583	5616	1000	1972	0	0	0	0.0
RBM42	RBM42	RBM42	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9843055555555554	0.9741581193609788	10264	2998	3409	6855	1000	1998	0	0	0	0.0
RBM46	RBM46	RBM46	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM	0.5614048096192384	0.37348523492379326	10601	2996	3919	6682	1000	1996	0	0	0	0.0
RBMS1	RBMS1	RBMS1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.6898070707070707	0.5076184203296764	7743	2980	2849	4894	1000	1980	0	0	0	0.0
SNRNP70	SNRNP70	SNRNP70	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.8280010020040081	0.7447469921708231	9793	2996	3467	6326	1000	1996	0	0	0	0.0
YBX1	YBX1	YBX1	rnacompete_eukarya	htr_selex	logistic_regression	CSD	CSD	0.8373449224612306	0.7502922724413195	6548	2999	2539	4009	1000	1999	0	0	0	0.0
ZC3H10	ZC3H10	ZC3H10	rnacompete_eukarya	htr_selex	logistic_regression	CCCH	CCCH;CCCH;CCCH	0.961304	0.9166170850409687	8837	3000	2904	5933	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.9855025	0.9466471560722717	10332	3000	3004	7328	1000	2000	0	0	0	0.0
TARDBP	TARDBP	TARDBP	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.9514670000000002	0.8693696334805368	12350	3000	4596	7754	1000	2000	0	0	0	0.0
DAZAP1	DAZAP1	DAZAP1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.6347495	0.4472190062653192	9036	3000	3050	5986	1000	2000	0	0	0	0.0
HNRNPA1L2	HNRNPA1L2	HNRNPA1L2	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.8177180000000001	0.6430849666094239	9958	3000	3768	6190	1000	2000	0	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.9882500000000001	0.9551098376313276	9796	3000	3145	6651	1000	2000	0	0	0	0.0
HNRNPCL1	HNRNPCL1	HNRNPCL1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.98898725	0.9578103825576545	9454	3000	3103	6351	1000	2000	0	0	0	0.0
HNRNPL	HNRNPL	HNRNPL	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.96924675	0.8924334567307736	10684	3000	4214	6470	1000	2000	0	0	0	0.0
KHDRBS2	KHDRBS2	KHDRBS2	rnacompete_eukarya	rbns	logistic_regression	KH	KH	0.9813449999999999	0.9470729517810733	8896	3000	3178	5718	1000	2000	0	0	0	0.0
KHDRBS3	KHDRBS3	KHDRBS3	rnacompete_eukarya	rbns	logistic_regression	KH	KH	0.978485	0.926724013534126	9910	3000	3730	6180	1000	2000	0	0	0	0.0
MSI1	MSI1	MSI1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.93450275	0.8065138092028498	12919	3000	4380	8539	1000	2000	0	0	0	0.0
PCBP1	PCBP1	PCBP1	rnacompete_eukarya	rbns	logistic_regression	KH	KH;KH;KH	0.6396357500000001	0.4157649353394357	9411	3000	3171	6240	1000	2000	0	0	0	0.0
RBM4	RBM4	RBM4	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RRM;CCHC	0.983011	0.9441565857061861	8862	3000	2212	6650	1000	2000	0	0	0	0.0
RBM45	RBM45	RBM45	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.47604650000000004	0.3399167739040897	16181	3000	5124	11057	1000	2000	0	0	0	0.0
RBM47	RBM47	RBM47	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.93804675	0.8225663339877116	12647	3000	3879	8768	1000	2000	0	0	0	0.0
RBM6	RBM6	RBM6	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.650859	0.508388357406631	6243	3000	2244	3999	1000	2000	0	0	0	0.0
RBMS3	RBMS3	RBMS3	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.980142	0.927432249243298	7798	3000	3277	4521	1000	2000	0	0	0	0.0
SNRPA	SNRPA	SNRPA	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.97352025	0.904673742483283	11348	3000	3851	7497	1000	2000	0	0	0	0.0
TIA1	TIA1	TIA1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.98937875	0.959398542702119	6638	3000	2743	3895	1000	2000	0	0	0	0.0
YBX2	YBX2	YBX2	rnacompete_eukarya	rbns	logistic_regression	CSD	CSD	0.5814702500000001	0.4302820406025669	8803	3000	3264	5539	1000	2000	0	0	0	0.0
ZCRB1	ZCRB1	ZCRB1	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;CCHC	0.94926725	0.8317780040738486	10290	3000	3941	6349	1000	2000	0	0	0	0.0
A1CF	A1CF	A1CF	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.9819605	0.9343087255657121	8519	3000	3358	5161	1000	2000	0	0	0	0.0
CNOT4	CNOT4	CNOT4	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.9313075	0.8295772923338607	12399	3000	3948	8451	1000	2000	0	0	0	0.0
FUS	FUS	FUS	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.27415325	0.23253117405355606	5002	3000	1869	3133	1000	2000	0	0	0	0.0
HNRNPA2B1	HNRNPA2B1	HNRNPA2B1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.61669675	0.526741333952074	14581	3000	5335	9246	1000	2000	0	0	0	0.0
HNRNPH2	HNRNPH2	HNRNPH2	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.9772762500000001	0.918803512423341	16367	3000	5743	10624	1000	2000	0	0	0	0.0
HNRNPK	HNRNPK	HNRNPK	rnacompete_eukarya	rbns	logistic_regression	KH	KH;KH;KH	0.6856005000000001	0.4558736828842539	7841	3000	3235	4606	1000	2000	0	0	0	0.0
IGF2BP2	IGF2BP2	IGF2BP2	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.8537917500000001	0.7173113560781735	7180	3000	3327	3853	1000	2000	0	0	0	0.0
IGF2BP3	IGF2BP3	IGF2BP3	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.5934481275303644	0.45576189150757573	7725	2976	3128	4597	1000	1976	0	0	0	0.0
MBNL1	MBNL1	MBNL1	rnacompete_eukarya	rbns	logistic_regression	CCCH	CCCH;CCCH;CCCH;CCCH	0.9760175	0.9293600101929256	7662	3000	2470	5192	1000	2000	0	0	0	0.0
PABPC3	PABPC3	PABPC3	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.98811575	0.9550792434608275	7214	3000	2552	4662	1000	2000	0	0	0	0.0
PCBP2	PCBP2	PCBP2	rnacompete_eukarya	rbns	logistic_regression	KH	KH;KH;KH	0.986336	0.9608417670472515	4170	3000	1598	2572	1000	2000	0	0	0	0.0
RBM3	RBM3	RBM3	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.532375	0.3754555894949879	8723	3000	4303	4420	1000	2000	0	0	0	0.0
RBM41	RBM41	RBM41	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.976814	0.9209532535509835	8841	3000	3176	5665	1000	2000	0	0	0	0.0
RBM5	RBM5	RBM5	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RanBP;RRM	0.7698075	0.5838068740345793	9577	3000	3270	6307	1000	2000	0	0	0	0.0
SF1	SF1	SF1	rnacompete_eukarya	rbns	logistic_regression	KH	KH	0.93377775	0.8380816084075118	5404	3000	1772	3632	1000	2000	0	0	0	0.0
SFPQ	SFPQ	SFPQ	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.9265252500000001	0.8445134047206206	6541	3000	2504	4037	1000	2000	0	0	0	0.0
SRSF2	SRSF2	SRSF2	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.8881190000000001	0.7556775505715895	10417	3000	3823	6594	1000	2000	0	0	0	0.0
SRSF9	SRSF9	SRSF9	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.9243567500000001	0.8384735374056331	9821	3000	3267	6554	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.9941358952615468	0.9850790164088469	10332	9413	3004	7328	2729	6684	0	0	2997	0.31838946138319346
TARDBP	TARDBP	tardbp	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.9870504820854373	0.9713914137561497	12350	10797	4596	7754	3534	7263	0	0	3453	0.3198110586273965
RBM28	RBM28	rbm-28	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.6537695548638123	0.4938552385878401	5421	9170	2287	3134	2861	6309	0	0	688	0.07502726281352236
RBM38	RBM38	RBM38	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.7529365551590377	0.6402047489853525	5397	5142	1552	3845	1714	3428	0	0	282	0.05484247374562427
RBM45	RBM45	RBM45	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.9857094966922861	0.9667602613691939	16181	13721	5124	11057	4399	9322	0	0	4818	0.35114058742074195
RBM47	RBM47	RBM47	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.9531356979898877	0.9172294860514776	12647	12135	3879	8768	3975	8160	0	0	2874	0.23683559950556243
SART3	SART3	sart3	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.6554323991763571	0.45779567504709845	8565	10996	3268	5297	4025	6971	0	0	622	0.056566024008730446
TIA1	TIA1	TIA1	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.9774868523388835	0.9529189217824588	6638	6366	2743	3895	2174	4192	0	0	1581	0.24835061262959474
FMR1	FMR1	fmr1	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	KH	KH;KH	0.9068385792799581	0.8568011978062973	7721	7369	3023	4698	3042	4327	0	0	1146	0.15551635228660604
PABPC4	PABPC4	pabpc4	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.9480841626106259	0.913405221226392	8673	8729	3835	4838	2873	5856	0	0	1971	0.22579906060258906
SUP12	SUP-12	sup-12	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.9913082740883037	0.9770524308384813	11328	7949	3380	7948	2455	5494	0	0	2486	0.3127437413511133
RBM24	RBM24	RBM24	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM	0.9706935401831129	0.9013985589546993	9413	2966	2729	6684	1000	1966	0	0	0	0.0
TARDBP	tardbp	TARDBP	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.9982502499999999	0.9972496781233313	10797	3000	3534	7263	1000	2000	0	0	0	0.0
ESRP1	ESRP1	ESRP1-construct3	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.9383414207103552	0.8185590895862586	11975	2999	3756	8219	1000	1999	0	0	0	0.0
HNRNPA0	hnrnpa0	HNRNPA0	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.9725935467733867	0.9687358566929578	8085	2999	3146	4939	1000	1999	0	0	0	0.0
RBM28	rbm-28	RBM28	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.5996594892338508	0.3963771866269532	9170	2997	2861	6309	1000	1997	0	0	0	0.0
RBM38	RBM38	RBM38	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM	0.9698776888444223	0.9674777477693391	5142	2999	1714	3428	1000	1999	0	0	0	0.0
SART3	sart3	SART3	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.7778554942298044	0.6171823566144783	10996	2993	4025	6971	1000	1993	0	0	0	0.0
SNRPB2	SNRPB2	SNRPB2	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.8048242698892245	0.718906520522958	5170	2986	1875	3295	1000	1986	0	0	0	0.0
MEX3C	mex3c	MEX3C	rnacompete_rbpzoo	htr_selex	logistic_regression	KH	KH	0.6899410876132932	0.5608446793742492	15384	2986	5318	10066	1000	1986	0	0	0	0.0
RBM14	rbm14	RBM14	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.6225165330661323	0.4100949209909087	9344	2996	3126	6218	1000	1996	0	0	0	0.0
RBPMS2	RBPMS2	RBPMS2	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM	0.9911633266533068	0.983205855981636	11670	2996	4045	7625	1000	1996	0	0	0	0.0
RNPC3	RNPC3	RNPC3	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.7408439378757514	0.5626017412022272	6631	2996	2129	4502	1000	1996	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM	0.9860770000000001	0.9530587626197518	9413	3000	2729	6684	1000	2000	0	0	0	0.0
TARDBP	tardbp	TARDBP	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.91191525	0.821370753261431	10797	3000	3534	7263	1000	2000	0	0	0	0.0
ESRP1	ESRP1	ESRP1	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.9837427500000001	0.9559076620788604	11975	3000	3756	8219	1000	2000	0	0	0	0.0
HNRNPA0	hnrnpa0	HNRNPA0	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.8439829999999999	0.6783264668624325	8085	3000	3146	4939	1000	2000	0	0	0	0.0
RBM45	RBM45	RBM45	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.35031450000000003	0.2771799399856919	13721	3000	4399	9322	1000	2000	0	0	0	0.0
RBM47	RBM47	RBM47	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.903106	0.7654601649307855	12135	3000	3975	8160	1000	2000	0	0	0	0.0
SNRPB2	SNRPB2	SNRPB2	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.986961	0.9567632832064474	5170	3000	1875	3295	1000	2000	0	0	0	0.0
TIA1	TIA1	TIA1	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.990039	0.9634672968707706	6366	3000	2174	4192	1000	2000	0	0	0	0.0
CPEB1	CPEB1	CPEB1	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.989958	0.9613831731374917	5299	3000	1847	3452	1000	2000	0	0	0	0.0
FUBP1	FUBP1	FUBP1	rnacompete_rbpzoo	rbns	logistic_regression	KH	KH;KH;KH;KH	0.84838625	0.688797327445124	7757	3000	2554	5203	1000	2000	0	0	0	0.0
PRR3	PRR3	PRR3	rnacompete_rbpzoo	rbns	logistic_regression	CCCH	CCCH	0.9384845360824744	0.8725929277836715	8453	2843	3338	5115	1000	1843	0	0	0	0.0
PUF60	PUF60	PUF60	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.9889685	0.9592136495862962	6969	3000	2558	4411	1000	2000	0	0	0	0.0
RBFOX2	RBFOX2	RBFOX2	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM	0.989679	0.9607305140830232	9681	3000	3277	6404	1000	2000	0	0	0	0.0
TRA2B	tra2b	TRA2B	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM	0.44301575	0.29270779397298485	5200	3000	2072	3128	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM	0.9974873839974647	0.9930947864648584	9413	10332	2729	6684	3004	7328	0	0	2997	0.29006968641114983
TARDBP	tardbp	TARDBP	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.9884396957980979	0.9815149470033663	10797	12350	3534	7263	4596	7754	0	0	3453	0.27959514170040484
RBM28	rbm-28	RBM28	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.8722196907188016	0.8053760569085197	9170	5421	2861	6309	2287	3134	0	0	688	0.12691385353255857
RBM38	RBM38	RBM38	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6878063290121057	0.5613772031791395	5142	5397	1714	3428	1552	3845	0	0	282	0.05225125069483046
RBM45	RBM45	RBM45	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9920222402302964	0.9829148640822483	13721	16181	4399	9322	5124	11057	0	0	4818	0.29775662814411963
RBM47	RBM47	RBM47	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9799134969929794	0.9498148608136554	12135	12647	3975	8160	3879	8768	0	0	2874	0.2272475685933423
SART3	sart3	SART3	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6284364790212885	0.4746948708189767	10996	8565	4025	6971	3268	5297	0	0	622	0.0726211325160537
TIA1	TIA1	TIA1	rnacompete_rbpzoo	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9884697048900761	0.9848983033253714	6366	6638	2174	4192	2743	3895	0	0	1581	0.23817414884001206
