protein_key	protein_name	protocol	model	domain_class	domain_architecture	source	auroc	auprc	n_train	n_test	n_pos	n_neg	n_deduped_removed	split_mode
FUBP1	FUBP1	rnacompete_rbpzoo	logistic_regression	KH	KH;KH;KH;KH	computed	0.9884124665617698	0.9726216437510878	6205	1552	2554	5203	0	honest_trainval_test
PRR3	PRR3	rnacompete_rbpzoo	logistic_regression	CCCH	CCCH	computed	0.9688101802260581	0.9412543839653281	6762	1691	3338	5115	0	honest_trainval_test
PUF60	PUF60	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	computed	0.9955977182539683	0.9919979426262954	5575	1394	2558	4411	0	honest_trainval_test
RBFOX2	RBFOX2	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9955993792959007	0.9903132642654839	7744	1937	3277	6404	0	honest_trainval_test
RBM24	RBM24	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.995758915728998	0.9875661292707371	7530	1883	2729	6684	0	honest_trainval_test
RBM38	RBM38	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9622096235412115	0.9240518321827441	4113	1029	1714	3428	0	honest_trainval_test
RBM45	RBM45	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	computed	0.9925755544723373	0.982442209712155	10976	2745	4399	9322	0	honest_trainval_test
RBM47	RBM47	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	computed	0.9856440374892096	0.9671639372104417	9708	2427	3975	8160	0	honest_trainval_test
RBPMS2	RBPMS2	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9813094490263228	0.9565803941498084	9336	2334	4045	7625	0	honest_trainval_test
RNPC3	RNPC3	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9777972310369802	0.9421069643395608	5304	1327	2129	4502	0	honest_trainval_test
SNRPB2	SNRPB2	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9679777440566514	0.9311735943655348	4136	1034	1875	3295	0	honest_trainval_test
TIA1	TIA1	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	computed	0.9895962626553232	0.9770845184296099	5092	1274	2174	4192	0	honest_trainval_test
FMR1	fmr1	rnacompete_rbpzoo	logistic_regression	KH	KH;KH	computed	0.961728531056278	0.9417657467889835	5895	1474	3042	4327	0	honest_trainval_test
HNRNPA0	hnrnpa0	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9799268487348982	0.9561200254685598	6468	1617	3146	4939	0	honest_trainval_test
MEX3C	mex3c	rnacompete_rbpzoo	logistic_regression	KH	KH	computed	0.9755928569561012	0.9449159490227628	12307	3077	5318	10066	0	honest_trainval_test
PABPC4	pabpc4	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	computed	0.9849411502617605	0.963072389024672	6983	1746	2873	5856	0	honest_trainval_test
RBM28	rbm-28	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	computed	0.968581339421276	0.9274660099697724	7336	1834	2861	6309	0	honest_trainval_test
RBM14	rbm14	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.99571961414791	0.9907656976408368	7475	1869	3126	6218	0	honest_trainval_test
SART3	sart3	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9846310024711146	0.9684212170233989	8796	2200	4025	6971	0	honest_trainval_test
SUP12	sup-12	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9956171968962712	0.9888591556294578	6359	1590	2455	5494	0	honest_trainval_test
TARDBP	tardbp	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9909566219624617	0.982426197457497	8637	2160	3534	7263	0	honest_trainval_test
TRA2B	tra2b	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9601410689756293	0.9243553008157989	4160	1040	2072	3128	0	honest_trainval_test
