protein_key	train_protein_name	test_protein_name	train_protocol	test_protocol	model	domain_class	domain_architecture	auroc	auprc	n_train	n_test	n_pos_train	n_neg_train	n_pos_test	n_neg_test	n_deduped_removed_train	n_deduped_removed_test	n_exact_rna_overlap	exact_rna_overlap_fraction_of_test
IGF2BP2	IGF2BP2	IGF2BP2	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.6965674438843614	0.674063369078171	3000	7180	1000	2000	3327	3853	0	0	0	0.0
IGF2BP3	IGF2BP3	IGF2BP3	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.612188214041516	0.4870109964636363	2976	7725	1000	1976	3128	4597	0	0	0	0.0
MBNL1	MBNL1	MBNL1	rbns	rnacompete_eukarya	logistic_regression	CCCH	CCCH;CCCH;CCCH;CCCH	0.8087256632751727	0.7403296990476493	3000	7662	1000	2000	2470	5192	0	0	0	0.0
PABPC3	PABPC3	PABPC3	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.8836825517860001	0.8271757468738472	3000	7214	1000	2000	2552	4662	0	0	0	0.0
PCBP2	PCBP2	PCBP2	rbns	rnacompete_eukarya	logistic_regression	KH	KH;KH;KH	0.7947782219998949	0.751686724140699	3000	4170	1000	2000	1598	2572	0	0	0	0.0
RBM3	RBM3	RBM3	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6186401573983425	0.5891765038045412	3000	8723	1000	2000	4303	4420	0	0	0	0.0
RBM41	RBM41	RBM41	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.827058410274766	0.7752078438567902	3000	8841	1000	2000	3176	5665	0	0	0	0.0
RBM5	RBM5	RBM5	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;RanBP;RRM	0.7214166677576346	0.5985685939640684	3000	9577	1000	2000	3270	6307	0	0	0	0.0
SF1	SF1	SF1	rbns	rnacompete_eukarya	logistic_regression	KH	KH	0.7066973031294439	0.5564672168864992	3000	5404	1000	2000	1772	3632	0	0	0	0.0
SFPQ	SFPQ	SFPQ	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6125212788099852	0.5419596940524314	3000	6541	1000	2000	2504	4037	0	0	0	0.0
SRSF2	SRSF2	SRSF2	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6359630990085947	0.5380691963436953	3000	10417	1000	2000	3823	6594	0	0	0	0.0
SRSF9	SRSF9	SRSF9	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.7253633700633451	0.6165203006295972	3000	9821	1000	2000	3267	6554	0	0	0	0.0
TARDBP	TARDBP	tardbp	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.6807017621779372	0.5440320583352388	3000	10797	1000	2000	3534	7263	0	0	0	0.0
RBM24	RBM24	RBM24	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.8822573949724122	0.8236080518175173	3000	9413	1000	2000	2729	6684	0	0	0	0.0
ESRP1	ESRP1	ESRP1	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.9223025857253532	0.8717521521527893	3000	11975	1000	2000	3756	8219	0	0	0	0.0
HNRNPA0	HNRNPA0	hnrnpa0	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.6255812971655339	0.5363904830937627	3000	8085	1000	2000	3146	4939	0	0	0	0.0
RBFOX2	RBFOX2	RBFOX2	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.9446780668246519	0.9221285376692036	3000	9681	1000	2000	3277	6404	0	0	0	0.0
RBM45	RBM45	RBM45	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.7014542810947799	0.5041341580682609	3000	13721	1000	2000	4399	9322	0	0	0	0.0
RBM47	RBM47	RBM47	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.5840150141817733	0.4524295373061474	3000	12135	1000	2000	3975	8160	0	0	0	0.0
SNRPB2	SNRPB2	SNRPB2	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.828577602427921	0.7798762991671746	3000	5170	1000	2000	1875	3295	0	0	0	0.0
TIA1	TIA1	TIA1	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.8780468294626994	0.8264619983861832	3000	6366	1000	2000	2174	4192	0	0	0	0.0
CPEB1	CPEB1	CPEB1	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.9499630166610099	0.923071950533148	3000	5299	1000	2000	1847	3452	0	0	0	0.0
FUBP1	FUBP1	FUBP1	rbns	rnacompete_rbpzoo	logistic_regression	KH	KH;KH;KH;KH	0.5674446749367985	0.4332164644454394	3000	7757	1000	2000	2554	5203	0	0	0	0.0
PRR3	PRR3	PRR3	rbns	rnacompete_rbpzoo	logistic_regression	CCCH	CCCH	0.7132287524738093	0.6146767664090699	2843	8453	1000	1843	3338	5115	0	0	0	0.0
PUF60	PUF60	PUF60	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.908164144333884	0.8847536150254907	3000	6969	1000	2000	2558	4411	0	0	0	0.0
TRA2B	TRA2B	tra2b	rbns	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.46302746274773127	0.3629551553437538	3000	5200	1000	2000	2072	3128	0	0	0	0.0
TARDBP	TARDBP	TARDBP	rbns	eclip	logistic_regression	RRM	RRM;RRM	0.7126812760882528	0.6309422059353642	3000	2677	1000	2000	1000	1677	0	4	0	0.0
HNRNPC	HNRNPC	HNRNPC	rbns	eclip	logistic_regression	RRM	RRM	0.6536722092834317	0.5649723301617688	3000	2995	1000	2000	999	1996	0	1	0	0.0
FUS	FUS	FUS	rbns	eclip	logistic_regression	RRM	RRM	0.574238310708899	0.38428048859477826	3000	2989	1000	2000	1000	1989	0	0	0	0.0
IGF2BP1	IGF2BP1	IGF2BP1	rbns	eclip	logistic_regression	unknown		0.514492972410203	0.34558158571272857	3000	2921	1000	2000	1000	1921	0	5	0	0.0
RBFOX2	RBFOX2	RBFOX2	rbns	eclip	logistic_regression	RRM	RRM	0.5702637944962506	0.45184444473902763	3000	2823	1000	2000	999	1824	0	4	0	0.0
TARDBP	TARDBP	TARDBP	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.997528	0.9961278940012921	12350	3000	4596	7754	1000	2000	0	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9323991995997999	0.9064944845463322	9796	2999	3145	6651	1000	1999	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.992633011190234	0.9787356180021161	10332	2966	3004	7328	1000	1966	0	0	0	0.0
DAZAP1	DAZAP1	DAZAP1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.7669419709854928	0.7415715283106277	9036	2999	3050	5986	1000	1999	0	0	0	0.0
ELAVL1	HuR	ELAVL1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM	0.9962292510121458	0.9923295627359476	10111	2976	3610	6501	1000	1976	0	0	0	0.0
HNRNPA1	HNRNPA1	HNRNPA1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.803984992496248	0.6502304605766352	13124	2999	4428	8696	1000	1999	0	0	0	0.0
HNRNPA1L2	HNRNPA1L2	HNRNPA1L2	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.9700173735309146	0.9604996648088332	9958	2957	3768	6190	1000	1957	0	0	0	0.0
HNRNPCL1	HNRNPCL1	HNRNPCL1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9690511022044088	0.9580938877473903	9454	2996	3103	6351	1000	1996	0	0	0	0.0
HNRNPL	HNRNPL	HNRNPL-construct2	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.965109	0.96005437398527	10684	3000	4214	6470	1000	2000	0	0	0	0.0
KHDRBS2	KHDRBS2	KHDRBS2	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.8409065796082371	0.7800845703965933	8896	2991	3178	5718	1000	1991	0	0	0	0.0
KHDRBS3	KHDRBS3	KHDRBS3	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.8208104052026014	0.7493874064247643	9910	2999	3730	6180	1000	1999	0	0	0	0.0
MSI1	MSI1	MSI1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.9364281062124249	0.9161648967016213	12919	2996	4380	8539	1000	1996	0	0	0	0.0
PCBP1	PCBP1	PCBP1	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH;KH;KH	0.8183021510755376	0.7519620479749323	9411	2999	3171	6240	1000	1999	0	0	0	0.0
QKI	QKI	QKI	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.7393989999999999	0.7123353010980317	4252	3000	1587	2665	1000	2000	0	0	0	0.0
RBM28	RBM28	RBM28	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.47414471707561345	0.34053741407560933	5421	2997	2287	3134	1000	1997	0	0	0	0.0
RBM38	RBM38	RBM38	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9670292646323162	0.9615783951815124	5397	2999	1552	3845	1000	1999	0	0	0	0.0
RBM4	RBM4	RBM4	rnacompete_eukarya	htr_selex	logistic_regression	multi	RRM;RRM;CCHC	0.8808712499999999	0.7849498628018073	8862	3000	2212	6650	1000	2000	0	0	0	0.0
RBM6	RBM6	RBM6	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.436524	0.2858356067917995	6243	3000	2244	3999	1000	2000	0	0	0	0.0
RBMS3	RBMS3	RBMS3	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.6843836509528587	0.5341293257278898	7798	2994	3277	4521	1000	1994	0	0	0	0.0
SART3	SART3	SART3	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.49496086302057196	0.3091270647750339	8565	2993	3268	5297	1000	1993	0	0	0	0.0
SNRPA	SNRPA	SNRPA	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.9589244622311155	0.9267114473569124	11348	2999	3851	7497	1000	1999	0	0	0	0.0
YBX2	YBX2	YBX2	rnacompete_eukarya	htr_selex	logistic_regression	CSD	CSD	0.6753431715857929	0.5294881903978053	8803	2999	3264	5539	1000	1999	0	0	0	0.0
ZCRB1	ZCRB1	ZCRB1	rnacompete_eukarya	htr_selex	logistic_regression	multi	RRM;CCHC	0.7701490000000001	0.6393289127628043	10290	3000	3941	6349	1000	2000	0	0	0	0.0
HNRPLL	HNRPLL	HNRPLL	rnacompete_eukarya	htr_selex	logistic_regression	unknown		0.690196048632219	0.6037598780511289	11165	2974	4187	6978	1000	1974	0	0	0	0.0
KHDRBS1	KHDRBS1	KHDRBS1	rnacompete_eukarya	htr_selex	logistic_regression	KH	KH	0.7603646823411706	0.6970137269587289	9460	2999	3645	5815	1000	1999	0	0	0	0.0
PABPC5	PABPC5	PABPC5	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.38196599999999997	0.37366249044458144	9253	3000	4188	5065	1000	2000	0	0	0	0.0
RALY	RALY	RALY	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.83557025	0.7380654519365302	6951	3000	2249	4702	1000	2000	0	0	0	0.0
RBFOX1	RBFOX1	RBFOX1	rnacompete_eukarya	htr_selex	logistic_regression	unknown		0.9379868154158216	0.9033678820112315	9199	2972	3583	5616	1000	1972	0	0	0	0.0
RBM42	RBM42	RBM42	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.9842970470470471	0.9740163734028007	10264	2998	3409	6855	1000	1998	0	0	0	0.0
RBM46	RBM46	RBM46	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM;RRM	0.5613907815631263	0.3732220010481707	10601	2996	3919	6682	1000	1996	0	0	0	0.0
RBMS1	RBMS1	RBMS1	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM;RRM	0.6896782828282829	0.5075075822971348	7743	2980	2849	4894	1000	1980	0	0	0	0.0
SNRNP70	SNRNP70	SNRNP70	rnacompete_eukarya	htr_selex	logistic_regression	RRM	RRM	0.8271427855711422	0.7433145807274135	9793	2996	3467	6326	1000	1996	0	0	0	0.0
YBX1	YBX1	YBX1	rnacompete_eukarya	htr_selex	logistic_regression	CSD	CSD	0.8376513256628314	0.7506798797982098	6548	2999	2539	4009	1000	1999	0	0	0	0.0
ZC3H10	ZC3H10	ZC3H10	rnacompete_eukarya	htr_selex	logistic_regression	CCCH	CCCH;CCCH;CCCH	0.9611175	0.9158668451014752	8837	3000	2904	5933	1000	2000	0	0	0	0.0
TARDBP	TARDBP	TARDBP	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.9525055	0.8866794085823909	12350	3000	4596	7754	1000	2000	0	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.9975055	0.9903987497632315	9796	3000	3145	6651	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.991335	0.9734726215613875	10332	3000	3004	7328	1000	2000	0	0	0	0.0
DAZAP1	DAZAP1	DAZAP1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.6342855	0.44716245740946164	9036	3000	3050	5986	1000	2000	0	0	0	0.0
FUS	FUS	FUS	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.2733065	0.23227941839870692	5002	3000	1869	3133	1000	2000	0	0	0	0.0
HNRNPA1L2	HNRNPA1L2	HNRNPA1L2	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.82345075	0.6821257396845904	9958	3000	3768	6190	1000	2000	0	0	0	0.0
HNRNPCL1	HNRNPCL1	HNRNPCL1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.99667925	0.9883123830993971	9454	3000	3103	6351	1000	2000	0	0	0	0.0
HNRNPL	HNRNPL	HNRNPL	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.98755475	0.9674353407784569	10684	3000	4214	6470	1000	2000	0	0	0	0.0
KHDRBS2	KHDRBS2	KHDRBS2	rnacompete_eukarya	rbns	logistic_regression	KH	KH	0.9851184999999999	0.9699945561574047	8896	3000	3178	5718	1000	2000	0	0	0	0.0
KHDRBS3	KHDRBS3	KHDRBS3	rnacompete_eukarya	rbns	logistic_regression	KH	KH	0.9838385000000001	0.9586817142524884	9910	3000	3730	6180	1000	2000	0	0	0	0.0
MSI1	MSI1	MSI1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.9419250000000001	0.8509435426373447	12919	3000	4380	8539	1000	2000	0	0	0	0.0
PCBP1	PCBP1	PCBP1	rnacompete_eukarya	rbns	logistic_regression	KH	KH;KH;KH	0.6398670000000001	0.4154014199415663	9411	3000	3171	6240	1000	2000	0	0	0	0.0
RBM4	RBM4	RBM4	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RRM;CCHC	0.9843735	0.9559789916883171	8862	3000	2212	6650	1000	2000	0	0	0	0.0
RBM45	RBM45	RBM45	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.47622049999999994	0.3389150845398791	16181	3000	5124	11057	1000	2000	0	0	0	0.0
RBM47	RBM47	RBM47	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.9384794999999998	0.8308315230287879	12647	3000	3879	8768	1000	2000	0	0	0	0.0
RBM6	RBM6	RBM6	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.65294425	0.5123038981040502	6243	3000	2244	3999	1000	2000	0	0	0	0.0
RBMS3	RBMS3	RBMS3	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.9888547500000001	0.9657563614688005	7798	3000	3277	4521	1000	2000	0	0	0	0.0
SNRPA	SNRPA	SNRPA	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.98200725	0.9457335388430729	11348	3000	3851	7497	1000	2000	0	0	0	0.0
TIA1	TIA1	TIA1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.9958765	0.989157274118804	6638	3000	2743	3895	1000	2000	0	0	0	0.0
YBX2	YBX2	YBX2	rnacompete_eukarya	rbns	logistic_regression	CSD	CSD	0.581213	0.4303660796204991	8803	3000	3264	5539	1000	2000	0	0	0	0.0
ZCRB1	ZCRB1	ZCRB1	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;CCHC	0.9551165	0.8648630621181754	10290	3000	3941	6349	1000	2000	0	0	0	0.0
A1CF	A1CF	A1CF	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.9891080000000001	0.9707709162644782	8519	3000	3358	5161	1000	2000	0	0	0	0.0
CNOT4	CNOT4	CNOT4	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.93112675	0.8373474724405652	12399	3000	3948	8451	1000	2000	0	0	0	0.0
HNRNPA2B1	HNRNPA2B1	HNRNPA2B1	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.6156587499999999	0.5298380940472651	14581	3000	5335	9246	1000	2000	0	0	0	0.0
HNRNPH2	HNRNPH2	HNRNPH2	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.99115175	0.977673791624542	16367	3000	5743	10624	1000	2000	0	0	0	0.0
HNRNPK	HNRNPK	HNRNPK	rnacompete_eukarya	rbns	logistic_regression	KH	KH;KH;KH	0.6859664999999999	0.4544733297218152	7841	3000	3235	4606	1000	2000	0	0	0	0.0
IGF2BP2	IGF2BP2	IGF2BP2	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.8548429999999999	0.7294329896107562	7180	3000	3327	3853	1000	2000	0	0	0	0.0
IGF2BP3	IGF2BP3	IGF2BP3	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.5930642712550607	0.4571970893534675	7725	2976	3128	4597	1000	1976	0	0	0	0.0
MBNL1	MBNL1	MBNL1	rnacompete_eukarya	rbns	logistic_regression	CCCH	CCCH;CCCH;CCCH;CCCH	0.975854	0.9295137715403087	7662	3000	2470	5192	1000	2000	0	0	0	0.0
PABPC3	PABPC3	PABPC3	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.9901159999999999	0.9671026485432193	7214	3000	2552	4662	1000	2000	0	0	0	0.0
PCBP2	PCBP2	PCBP2	rnacompete_eukarya	rbns	logistic_regression	KH	KH;KH;KH	0.9869644999999999	0.9683694350744407	4170	3000	1598	2572	1000	2000	0	0	0	0.0
RBM3	RBM3	RBM3	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.532719	0.3761220415170106	8723	3000	4303	4420	1000	2000	0	0	0	0.0
RBM41	RBM41	RBM41	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.982782	0.9584740660101713	8841	3000	3176	5665	1000	2000	0	0	0	0.0
RBM5	RBM5	RBM5	rnacompete_eukarya	rbns	logistic_regression	multi	RRM;RanBP;RRM	0.76944175	0.5904289373801531	9577	3000	3270	6307	1000	2000	0	0	0	0.0
SF1	SF1	SF1	rnacompete_eukarya	rbns	logistic_regression	KH	KH	0.9338815	0.841005468110239	5404	3000	1772	3632	1000	2000	0	0	0	0.0
SFPQ	SFPQ	SFPQ	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.9256845	0.8409606897818932	6541	3000	2504	4037	1000	2000	0	0	0	0.0
SRSF2	SRSF2	SRSF2	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM	0.8880254999999999	0.7551921123761095	10417	3000	3823	6594	1000	2000	0	0	0	0.0
SRSF9	SRSF9	SRSF9	rnacompete_eukarya	rbns	logistic_regression	RRM	RRM;RRM	0.924703	0.8393806729596432	9821	3000	3267	6554	1000	2000	0	0	0	0.0
TARDBP	TARDBP	tardbp	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.9870722216884721	0.971448584088774	12350	10797	4596	7754	3534	7263	0	0	3453	0.3198110586273965
RBM24	RBM24	RBM24	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.9941494364560534	0.9851334573991892	10332	9413	3004	7328	2729	6684	0	0	2997	0.31838946138319346
RBM28	RBM28	rbm-28	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.6547812141673411	0.5007106134380364	5421	9170	2287	3134	2861	6309	0	0	688	0.07502726281352236
RBM38	RBM38	RBM38	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.752830353094633	0.6403792445166556	5397	5142	1552	3845	1714	3428	0	0	282	0.05484247374562427
RBM45	RBM45	RBM45	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.9856999740388815	0.966933085672315	16181	13721	5124	11057	4399	9322	0	0	4818	0.35114058742074195
RBM47	RBM47	RBM47	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.9533605253422124	0.9176239253407787	12647	12135	3879	8768	3975	8160	0	0	2874	0.23683559950556243
SART3	SART3	sart3	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.6551034766036045	0.45752755479296653	8565	10996	3268	5297	4025	6971	0	0	622	0.056566024008730446
TIA1	TIA1	TIA1	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	0.9776833211022705	0.9532304698782346	6638	6366	2743	3895	2174	4192	0	0	1581	0.24835061262959474
FMR1	FMR1	fmr1	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	KH	KH;KH	0.9067849430065213	0.8567405488489185	7721	7369	3023	4698	3042	4327	0	0	1146	0.15551635228660604
PABPC4	PABPC4	pabpc4	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.9489852408613071	0.9162630352967166	8673	8729	3835	4838	2873	5856	0	0	1971	0.22579906060258906
SUP12	SUP-12	sup-12	rnacompete_eukarya	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.9915311426573851	0.9789966194376647	11328	7949	3380	7948	2455	5494	0	0	2486	0.3127437413511133
TARDBP	TARDBP	TARDBP	rnacompete_eukarya	eclip	logistic_regression	RRM	RRM;RRM	0.8631025641025641	0.7934188963985791	12350	2677	4596	7754	1000	1677	0	4	0	0.0
HNRNPC	HNRNPC	HNRNPC	rnacompete_eukarya	eclip	logistic_regression	RRM	RRM	0.7021590729005559	0.5827099321656196	9796	2995	3145	6651	999	1996	0	1	0	0.0
ELAVL1	HuR	ELAVL1	rnacompete_eukarya	eclip	logistic_regression	RRM	RRM;RRM;RRM	0.7682348066298342	0.6878207801222549	10111	2991	3610	6501	1000	1991	0	0	0	0.0
FUS	FUS	FUS	rnacompete_eukarya	eclip	logistic_regression	RRM	RRM	0.4536792357968828	0.3124208773353538	5002	2989	1869	3133	1000	1989	0	0	0	0.0
HNRNPA1	HNRNPA1	HNRNPA1	rnacompete_eukarya	eclip	logistic_regression	RRM	RRM;RRM	0.6555378260786231	0.4654470617306646	13124	2373	4428	8696	792	1581	0	616	0	0.0
QKI	QKI	QKI	rnacompete_eukarya	eclip	logistic_regression	KH	KH	0.6743939627446572	0.572425247002661	4252	2982	1587	2665	997	1985	0	0	0	0.0
TARDBP	tardbp	TARDBP	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.9982665	0.9973332864047184	10797	3000	3534	7263	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM	0.9948853001017293	0.9897593232717218	9413	2966	2729	6684	1000	1966	0	0	0	0.0
ESRP1	ESRP1	ESRP1-construct3	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.93864032016008	0.8161375228846355	11975	2999	3756	8219	1000	1999	0	0	0	0.0
HNRNPA0	hnrnpa0	HNRNPA0	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.9731485742871435	0.9716416539288735	8085	2999	3146	4939	1000	1999	0	0	0	0.0
RBM28	rbm-28	RBM28	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.5995463194792188	0.3961755839067156	9170	2997	2861	6309	1000	1997	0	0	0	0.0
RBM38	RBM38	RBM38	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM	0.9702916458229114	0.9693920422121254	5142	2999	1714	3428	1000	1999	0	0	0	0.0
SART3	sart3	SART3	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.7779417962870045	0.6168892451207496	10996	2993	4025	6971	1000	1993	0	0	0	0.0
SNRPB2	SNRPB2	SNRPB2	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.8050931520644511	0.7193316784488756	5170	2986	1875	3295	1000	1986	0	0	0	0.0
MEX3C	mex3c	MEX3C	rnacompete_rbpzoo	htr_selex	logistic_regression	KH	KH	0.6904632426988921	0.5616995246653758	15384	2986	5318	10066	1000	1986	0	0	0	0.0
RBM14	rbm14	RBM14	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.6214493987975952	0.40946700868741825	9344	2996	3126	6218	1000	1996	0	0	0	0.0
RBPMS2	RBPMS2	RBPMS2	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM	0.9911107214428858	0.9831472710287049	11670	2996	4045	7625	1000	1996	0	0	0	0.0
RNPC3	RNPC3	RNPC3	rnacompete_rbpzoo	htr_selex	logistic_regression	RRM	RRM;RRM	0.7408967935871743	0.563220528148423	6631	2996	2129	4502	1000	1996	0	0	0	0.0
TARDBP	tardbp	TARDBP	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.9118839999999999	0.8246251108992981	10797	3000	3534	7263	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM	0.98862025	0.9698092738486129	9413	3000	2729	6684	1000	2000	0	0	0	0.0
ESRP1	ESRP1	ESRP1	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.983865	0.9593188648084232	11975	3000	3756	8219	1000	2000	0	0	0	0.0
HNRNPA0	hnrnpa0	HNRNPA0	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM	0.8435985000000001	0.6791323755487056	8085	3000	3146	4939	1000	2000	0	0	0	0.0
RBFOX2	RBFOX2	RBFOX2	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM	0.99223325	0.9751178701792582	9681	3000	3277	6404	1000	2000	0	0	0	0.0
RBM45	RBM45	RBM45	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.3493505	0.27720677386478093	13721	3000	4399	9322	1000	2000	0	0	0	0.0
RBM47	RBM47	RBM47	rnacompete_rbpzoo	rbns	logistic_regression	RRM	RRM;RRM;RRM	0.902728	0.7768751379864577	12135	3000	3975	8160	1000	2000	0	0	0	0.0
